"ID","SKU","Name","Slug","Permalink","Type","Current price (R)","Regular price (R)","Sale price (R)","On sale","In stock","Low stock remaining","Categories","Category slugs","Image URLs","Short description","Description (text)"
"2248","P1525-40","Enginetech 351C Pistons","enginetech-351c-pistons","https://allamericanmuscle.co.za/product/enginetech-351c-pistons/","simple","3447.65","3447.65","3447.65","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/P1525-40.webp","The Enginetech 351C pistons 040 SA are high-quality .040″, 00: Standard Bore, 0.20″ Overbore, 0.30″ Overbore and 0.60″ Overbore pistons, specifically designed for rebuilding Ford 351 Cleveland engines with precision.","Restore or rebuild your Ford 351 Cleveland engine with precision using the Enginetech 351C pistons 040 SA. These high-quality pistons are designed for a .040″, 0.30″ Overbore and 0.60″ Overbore application (meaning 0.040 inches oversized), making them ideal for reconditioning worn cylinder bores during an engine rebuild. Consequently, they are a crucial component for restoring lost compression, improving engine efficiency, and extending the life of your classic Ford 351C. Furthermore, these Enginetech 351C pistons are manufactured to meet or exceed OEM specifications, ensuring reliable performance and a precise fit within your engine block. Indeed, each piston is crafted from durable materials to withstand the extreme pressures and temperatures of combustion, promising long-lasting reliability. Moreover, the .040″ overbore size allows for proper cylinder wall cleanup, preparing your engine for renewed power. Additionally, as part of the Enginetech lineup, these pistons represent a commitment to quality and precision engineering for engine builders. Ultimately, choosing the Enginetech 351C pistons 040 SA means investing in the foundation of a robust and revitalized Ford 351 Cleveland engine in South Africa. Key Features: Enginetech Quality: Trusted brand known for precision-engineered engine components. 351C Application: Specifically designed for Ford 351 Cleveland engines. Durable Construction: Manufactured from high-quality materials for longevity and performance. Restores C"
"2249","P1525-60","Enginetech 351C Top Pistons","enginetech-351c-top-pistons","https://allamericanmuscle.co.za/product/enginetech-351c-top-pistons/","simple","3447.65","3447.65","3447.65","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/34ef6d47-7558-40f5-8125-e959625b940c.webp","351C Top Pistons – fits Ford 351 Cleveland. Upgrade with the 351C Top Pistons. Quality pistons and rings for dependable compression and cylinder sealing i…","Upgrade with the 351C Top Pistons. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford 351 Cleveland applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Ford 351 Cleveland Part No: P1525-60"
"2250","BC115J25","Enginetech Chrysler 5.7L Main Bearing (0.25mm)","enginetech-chrysler-5-7l-main-bearing-0-25mm","https://allamericanmuscle.co.za/product/enginetech-chrysler-5-7l-main-bearing-0-25mm/","simple","838.59","838.59","838.59","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/BC115JSTD-1.webp","Chrysler 5.7L Main Bearing (0.25mm) – fits Chrysler / Mopar. Chrysler 5.7L Main Bearing (0.25mm). Precision engine bearings that meet or exceed OE specifi…","Chrysler 5.7L Main Bearing (0.25mm). Precision engine bearings that meet or exceed OE specifications for correct clearance and long service life. Engineered to fit Chrysler / Mopar applications. A reliable Enginetech choice for your American muscle or hot-rod project. Brand: Enginetech Application: Chrysler / Mopar Part No: BC115J25"
"2251","EP68","Enginetech Ford 289 302 Oil Pump","enginetech-ford-289-302-oil-pump","https://allamericanmuscle.co.za/product/enginetech-ford-289-302-oil-pump/","simple","2430.17","2430.17","2430.17","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/EP68.webp|https://allamericanmuscle.co.za/wp-content/uploads/2026/06/ep68_1.webp","Enginetech standard volume oil pump for Ford 289 and 302 Windsor Small Block engines. Direct replacement for reliable lubrication.","Enginetech Ford 289 302 oil pump ensures reliable lubrication for your Ford Small Block Windsor engine. This EP68 Standard oil pump is specifically designed for the Ford 289 and 302 cubic inch Windsor V8s. It delivers consistent oil pressure and flow, which are crucial for protecting vital engine components during operation. Consequently, selecting a high-quality oil pump like this one becomes paramount for any rebuild or maintenance project. Precision Engineering for Optimal Oil Flow Furthermore, Enginetech manufactures this Ford 289 302 oil pump to exacting standards. It consistently meets or exceeds OEM specifications for performance and durability. Indeed, robust materials expertly craft the pump’s housing and internal gears, ensuring efficient oil delivery and long-lasting reliability. Moreover, choosing a standard volume and pressure pump like the EP68 means you restore factory specifications, crucial for street applications. Why Choose the Enginetech EP68 Oil Pump? The Enginetech EP68 oil pump offers a direct fit replacement for your Ford 289 or 302 Windsor engine. It comes complete with necessary gaskets (as seen in the image) for a straightforward installation. Therefore, this pump provides a convenient and high-quality solution for restoring your engine’s critical lubrication system. Ultimately, investing in this Enginetech Ford 289 302 oil pump means securing the very heart of your engine’s health, right here in Alberton, South Africa. Key Features: Enginetech Qual"
"2252","P1501-8-00","Enginetech Piston Ford Flat Top 4BBL 289/302 Winds","enginetech-piston-ford-flat-top-4bbl-289-302-winds","https://allamericanmuscle.co.za/product/enginetech-piston-ford-flat-top-4bbl-289-302-winds/","simple","2910.57","2910.57","2910.57","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2619f71f-6b7b-4063-9e4b-81f5c4b7a061.webp","Piston Ford Flat Top 4BBL 289/302 Winds – fits Ford Small Block (Windsor). Fit your build with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality piston…","Fit your build with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Genuine Enginetech quality, in stock and ready to ship. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1501-8-00"
"2253","P1501-8-20","PISTON FORD 4.7L 289 5.0L 302 FLAT TOP 4BBL","piston-ford-4-7l-289-5-0l-302-flat-top-4bbl","https://allamericanmuscle.co.za/product/piston-ford-4-7l-289-5-0l-302-flat-top-4bbl/","simple","8879.52","8879.52","8879.52","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/0bb257a6-773d-41f7-b93a-f8e567aeb867.webp","PISTON FORD 4.7L 289 5.0L 302 FLAT TOP 4BBL – fits Ford Small Block (Windsor). Shop the PISTON FORD 4.7L 289 5.0L 302 FLAT TOP 4BBL at All American Muscle…","Shop the PISTON FORD 4.7L 289 5.0L 302 FLAT TOP 4BBL at All American Muscle. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1501-8-20"
"2254","P1526-8-0","Enginetech Piston Ford Flat Top 4BBL 289/302 Winds","enginetech-piston-ford-flat-top-4bbl-289-302-winds-2","https://allamericanmuscle.co.za/product/enginetech-piston-ford-flat-top-4bbl-289-302-winds-2/","simple","4066.78","4066.78","4066.78","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2619f71f-6b7b-4063-9e4b-81f5c4b7a061.webp","Piston Ford Flat Top 4BBL 289/302 Winds – fits Ford Small Block (Windsor). Upgrade with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and r…","Upgrade with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. A reliable Enginetech choice for your American muscle or hot-rod project. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1526-8-0"
"2255","P1526-8-20","Enginetech Piston Ford 351 Windsor","enginetech-piston-ford-351-windsor","https://allamericanmuscle.co.za/product/enginetech-piston-ford-351-windsor/","simple","4066.78","4066.78","4066.78","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/egn-p15268020_xl.webp","Piston Ford 351 Windsor – fits Ford Small Block (Windsor). Piston Ford 351 Windsor. Quality pistons and rings for dependable compression and cylinder seal…","Piston Ford 351 Windsor. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Enginetech performance you can count on, shipped fast across South Africa. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1526-8-20"
"2256","P1526-8-30","Enginetech Piston Ford 351 Windsor","enginetech-piston-ford-351-windsor-2","https://allamericanmuscle.co.za/product/enginetech-piston-ford-351-windsor-2/","simple","4066.78","4066.78","4066.78","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/egn-p15268020_xl.webp","Piston Ford 351 Windsor – fits Ford Small Block (Windsor). The Piston Ford 351 Windsor from All American Muscle. Quality pistons and rings for dependable…","The Piston Ford 351 Windsor from All American Muscle. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Genuine Enginetech quality, in stock and ready to ship. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1526-8-30"
"2257","P1526-8-40","Enginetech Piston Ford Flat Top 4BBL 289/302 Winds","enginetech-piston-ford-flat-top-4bbl-289-302-winds-3","https://allamericanmuscle.co.za/product/enginetech-piston-ford-flat-top-4bbl-289-302-winds-3/","simple","4066.78","4066.78","4066.78","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2619f71f-6b7b-4063-9e4b-81f5c4b7a061.webp","Piston Ford Flat Top 4BBL 289/302 Winds – fits Ford Small Block (Windsor). Fit your build with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality piston…","Fit your build with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1526-8-40"
"2258","BC307J10","Enginetech Main Bearings 351 Windsor","enginetech-main-bearings-351-windsor","https://allamericanmuscle.co.za/product/enginetech-main-bearings-351-windsor/","simple","984.27","984.27","984.27","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/BC307J30.webp","High-quality Enginetech Main Bearings for 351 Windsor engines. Ensure optimal engine performance and durability.","Are you looking for reliable main bearings for your 351 Windsor engine in South Africa? Look no further, because the Enginetech Main Bearings 351 Windsor provide you with exceptional durability and performance. They ensure your engine runs smoothly and efficiently. These bearings are designed to meet or exceed OEM specifications, which gives you precise fitment and long-lasting reliability. Consequently, they are ideal for you if you are a South African automotive enthusiast who demands quality engine components. As a trusted supplier, we provide you with top-tier parts to keep your engine performing at its best. Key Features Precision Fitment: We designed them to meet or exceed OEM specifications. This ensures a perfect fit. Enhanced Durability: It ensures long-lasting engine performance. The high-quality materials we used make these bearings stronger than standard parts. Optimal Engine Protection: It reduces friction and wear on the crankshaft. This is crucial for you in a high-performance engine. Trusted Brand: Enginetech is known for high-quality engine components. Therefore, you can trust that these bearings will perform as you expect. Nationwide Shipping: We deliver engine components across South Africa. Local Expertise: We understand the needs of South African engine builders and enthusiasts. Why Choose Enginetech Main Bearings 351 Windsor? Enginetech is a brand trusted by engine builders around the world. These main bearings are a crucial component for your engine’s h"
"2259","EP84A","Enginetech Oil Pump Ford 351 Cleveland","enginetech-oil-pump-ford-351-cleveland","https://allamericanmuscle.co.za/product/enginetech-oil-pump-ford-351-cleveland/","simple","2029.50","2029.50","2029.50","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/EP84A.webp","Enginetech EP84A standard volume oil pump for Ford 351 Cleveland engines. Ensures reliable lubrication.","Ensure reliable oil circulation and pressure for your Ford 351 Cleveland engine with the Enginetech EP84A Oil Pump. This high-quality oil pump is designed to meet or exceed OEM specifications, providing a dependable solution for your engine rebuild or maintenance needs. The oil pump is a critical component of your engine’s lubrication system, responsible for drawing oil from the pan and circulating it throughout the engine to lubricate vital parts, reduce friction, and dissipate heat. The Enginetech EP84A is specifically engineered for the Ford 351 Cleveland V8 engine, ensuring proper fitment and performance. Enginetech is a trusted name in engine components, known for producing parts that meet the demands of various driving conditions. Replacing your oil pump during an engine rebuild or when the original pump is worn or failing is essential for maintaining engine health and preventing costly damage. The Enginetech EP84A oil pump offers a reliable and cost-effective solution. We offer nationwide delivery across South Africa from Alberton. Key Features: Enginetech Quality: A trusted brand in engine components. Direct Fit: Specifically designed for Ford 351 Cleveland V8 engines. Meets or Exceeds OEM Specs: Ensures proper fit and function. Reliable Performance: Provides consistent oil pressure and circulation. Essential for Engine Health: Protects vital engine components. Durable Construction: Built to withstand demanding engine conditions. Why Choose the Enginetech EP84A Oil Pu"
"2260","P1501-8-030","Enginetech Piston Ford Flat Top 4BBL 289/302 Winds","enginetech-piston-ford-flat-top-4bbl-289-302-winds-4","https://allamericanmuscle.co.za/product/enginetech-piston-ford-flat-top-4bbl-289-302-winds-4/","simple","2910.57","2910.57","2910.57","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2619f71f-6b7b-4063-9e4b-81f5c4b7a061.webp","Piston Ford Flat Top 4BBL 289/302 Winds – fits Ford Small Block (Windsor). Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and rings for dependab…","Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Genuine Enginetech quality, in stock and ready to ship. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1501-8-030"
"2261","P1501-8-040","Enginetech Piston Ford Flat Top 4BBL 289/302 Winds","enginetech-piston-ford-flat-top-4bbl-289-302-winds-5","https://allamericanmuscle.co.za/product/enginetech-piston-ford-flat-top-4bbl-289-302-winds-5/","simple","2910.57","2910.57","2910.57","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2619f71f-6b7b-4063-9e4b-81f5c4b7a061.webp","Piston Ford Flat Top 4BBL 289/302 Winds – fits Ford Small Block (Windsor). The Piston Ford Flat Top 4BBL 289/302 Winds from All American Muscle. Quality p…","The Piston Ford Flat Top 4BBL 289/302 Winds from All American Muscle. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1501-8-040"
"2262","P1501-8-060","Enginetech Piston Ford Flat Top 4BBL 289/302 Winds","enginetech-piston-ford-flat-top-4bbl-289-302-winds-6","https://allamericanmuscle.co.za/product/enginetech-piston-ford-flat-top-4bbl-289-302-winds-6/","simple","2910.57","2910.57","2910.57","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2619f71f-6b7b-4063-9e4b-81f5c4b7a061.webp","Piston Ford Flat Top 4BBL 289/302 Winds – fits Ford Small Block (Windsor). Fit your build with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality piston…","Fit your build with the Piston Ford Flat Top 4BBL 289/302 Winds. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. A reliable Enginetech choice for your American muscle or hot-rod project. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1501-8-060"
"2263","P1534-8-00","Enginetech SBC Flat top pistons","enginetech-sbc-flat-top-pistons","https://allamericanmuscle.co.za/product/enginetech-sbc-flat-top-pistons/","simple","7946.76","7946.76","7946.76","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/5b57578e-f9d9-428f-8686-b7f821344029.webp","SBC Flat top pistons – fits Small Block Chevy. Shop the SBC Flat top pistons at All American Muscle. Quality pistons and rings for dependable compression…","Shop the SBC Flat top pistons at All American Muscle. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Small Block Chevy applications. Enginetech performance you can count on, shipped fast across South Africa. Brand: Enginetech Application: Small Block Chevy Part No: P1534-8-00"
"2264","P1534-8-020","Enginetech Piston GM Chevy Flat Top 5.7L 350 0.020","enginetech-piston-gm-chevy-flat-top-5-7l-350-0-020","https://allamericanmuscle.co.za/product/enginetech-piston-gm-chevy-flat-top-5-7l-350-0-020/","simple","3162.76","3162.76","3162.76","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/5b57578e-f9d9-428f-8686-b7f821344029.webp","Piston GM Chevy Flat Top 5.7L 350 0.020 – fits Small Block Chevy. Upgrade with the Piston GM Chevy Flat Top 5.7L 350 0.020. Quality pistons and rings for…","Upgrade with the Piston GM Chevy Flat Top 5.7L 350 0.020. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Small Block Chevy applications. Genuine Enginetech quality, in stock and ready to ship. Brand: Enginetech Application: Small Block Chevy Part No: P1534-8-020"
"2265","P1534-8-060","PISTON GM Chevy 5.7L 350 FLAT TOP","piston-gm-chevy-5-7l-350-flat-top","https://allamericanmuscle.co.za/product/piston-gm-chevy-5-7l-350-flat-top/","simple","7788.38","7788.38","7788.38","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/5b57578e-f9d9-428f-8686-b7f821344029.webp","PISTON GM Chevy 5.7L 350 FLAT TOP – fits Small Block Chevy. PISTON GM Chevy 5.7L 350 FLAT TOP. Quality pistons and rings for dependable compression and cy…","PISTON GM Chevy 5.7L 350 FLAT TOP. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Small Block Chevy applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Small Block Chevy Part No: P1534-8-060"
"2266","BB214 STD","Enginetech Ford 289302 Windsor Rod Bearing (Standa","enginetech-ford-289302-windsor-rod-bearing-standa","https://allamericanmuscle.co.za/product/enginetech-ford-289302-windsor-rod-bearing-standa/","simple","986.41","986.41","986.41","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/86a77015-6707-45c6-841c-0e5c5c325391.webp","Ford 289302 Windsor Rod Bearing (Standa – fits Ford Small Block (Windsor). The Ford 289302 Windsor Rod Bearing (Standa from All American Muscle. Precision…","The Ford 289302 Windsor Rod Bearing (Standa from All American Muscle. Precision engine bearings that meet or exceed OE specifications for correct clearance and long service life. Engineered to fit Ford Small Block (Windsor) applications. A reliable Enginetech choice for your American muscle or hot-rod project. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: BB214 STD"
"2267","BC306J40","Enginetech Ford 351 Windsor Main bearings","enginetech-ford-351-windsor-main-bearings-3","https://allamericanmuscle.co.za/product/enginetech-ford-351-windsor-main-bearings-3/","simple","984.25","984.25","984.25","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/da0962df-09fc-4fd4-abc3-09f98c23be21.webp","Ford 351 Windsor Main bearings – fits Ford Small Block (Windsor). Fit your build with the Ford 351 Windsor Main bearings. Precision engine bearings that m…","Fit your build with the Ford 351 Windsor Main bearings. Precision engine bearings that meet or exceed OE specifications for correct clearance and long service life. Engineered to fit Ford Small Block (Windsor) applications. Enginetech performance you can count on, shipped fast across South Africa. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: BC306J40"
"2268","C350LM-24","EngineTech oil pan gasket GM CHEV 5.7L 350 UMB VSS","enginetech-oil-pan-gasket-gm-chev-5-7l-350-umb-vss","https://allamericanmuscle.co.za/product/enginetech-oil-pan-gasket-gm-chev-5-7l-350-umb-vss/","simple","2695.85","2695.85","2695.85","no","yes","2","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/C350LM-24-1.webp","Premium EngineTech one-piece oil pan gasket for GM/Chevrolet 5.7L 350 engines, featuring UMB VSS technology for superior leak prevention.","Ensure a leak-free seal for the oil pan of your General Motors (GM) or Chevrolet (Chev) 5.7L 350 cubic inch engine with this premium one-piece EngineTech oil pan gasket GM. Designed for superior sealing and durability, this gasket utilizes advanced materials and a one-piece construction to eliminate potential leak points common with multi-piece gaskets. The “UMB VSS” likely refers to specific features or materials of this premium gasket, ensuring a reliable seal against oil leaks. Whether you are performing routine maintenance or an engine rebuild on your 5.7L 350 engine in Pretoria, Gauteng, or across South Africa, this EngineTech premium one-piece oil pan gasket is an excellent choice for a long-lasting and leak-free solution. Get your EngineTech oil pan gasket GM now! Key Features: Brand: EngineTech: A trusted manufacturer of premium engine gaskets and seals. Application: Specifically designed for GM/Chevrolet 5.7L 350 cubic inch engines. Type: One-Piece Oil Pan Gasket: Eliminates multiple potential leak points. Premium Construction: Utilizes advanced materials for superior sealing. UMB VSS Technology: Indicates specific premium features for enhanced sealing and durability. Prevents Oil Leaks: Ensures a tight and reliable seal for your engine’s oil pan. Durable and Long-Lasting: Designed to withstand engine oil and temperatures. Essential for Maintenance & Rebuilds: A crucial component for preventing oil leaks. Available in South Africa: We supply engine gaskets to Pretori"
"2269","EP68HV","Enginetech Ford Engine Oil Pump High Volume","enginetech-ford-engine-oil-pump-high-volume","https://allamericanmuscle.co.za/product/enginetech-ford-engine-oil-pump-high-volume/","simple","1275.95","1275.95","1275.95","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/aa813635-9134-4f1a-995c-58161374c133.webp","Ford Engine Oil Pump High Volume – fits Ford. Upgrade with the Ford Engine Oil Pump High Volume. Keeps the lubrication system working reliably to protect…","Upgrade with the Ford Engine Oil Pump High Volume. Keeps the lubrication system working reliably to protect the engine’s moving parts. Engineered to fit Ford applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Ford Part No: EP68HV"
"2270","F351W-7","Enginetech Gasket Set 351W","enginetech-gasket-set-351w","https://allamericanmuscle.co.za/product/enginetech-gasket-set-351w/","simple","1632.71","1632.71","1632.71","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/product20283229.webp","Enginetech Gasket Set 351W","Enginetech Gasket Set for the 351 Windsor engine. Comprehensive set of high-quality gaskets crafted from premium materials. Precision-engineered to meet or exceed OEM specifications."
"2271","PK9B","Enginetech Windsor expansion plug kit","enginetech-windsor-expansion-plug-kit","https://allamericanmuscle.co.za/product/enginetech-windsor-expansion-plug-kit/","simple","591.39","591.39","591.39","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/PK9B.webp","The Enginetech Windsor expansion plug kit SA is a complete PK9B freeze plug set for Ford 289, 302, and 351 Windsor engines, vital for leak-free performance.","Ensure leak-free performance and critical freeze protection for your classic build with the Enginetech Windsor expansion plug kit. This high-quality kit provides all the necessary core plugs (often called freeze plugs) for a complete rebuild of your Ford 289, 302, or 351 Windsor V8 engine. Consequently, replacing old, corroded, or leaking expansion plugs becomes an indispensable step during any engine overhaul, preventing coolant loss and potential block damage. Precision Engineering & Durability from Enginetech Furthermore, Enginetech manufactures this Windsor expansion plug kit to exacting standards. It consistently meets or even exceeds OEM specifications for fitment and long-term durability. Indeed, robust materials expertly craft each plug, designed to create a tight, lasting seal within the engine block’s coolant passages. Moreover, using a complete kit like the PK9B ensures you replace all critical plugs, preventing future leaks or corrosion issues. Additionally, as a trusted Enginetech lineup component, this kit clearly represents a commitment to quality and precision engineering for dedicated engine builders. Perfect Fit for Ford 289, 302, 351 Windsor V8s This comprehensive kit (Part # PK9B) specifically serves Ford Small Block Windsor engines, including the popular 289, 302, and 351 Windsor variants. Thus, you receive the correct sizes and types of expansion plugs tailored for your specific Ford engine. Ultimately, choosing the Enginetech Windsor expansion plug kit "
"2272","TS430X","Enginetech Timing Set Ford 302 Windsor","enginetech-timing-set-ford-302-windsor","https://allamericanmuscle.co.za/product/enginetech-timing-set-ford-302-windsor/","simple","3122.61","3122.61","3122.61","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/TS430X.webp","Enginetech timing chain set for accurate valve timing in Ford 302 Windsor engines.","Ensure accurate and reliable valve timing for your Ford 302 Windsor engine with the Enginetech Timing Set, available across South Africa. This complete set typically includes the timing chain and the necessary sprockets to synchronize the rotation of these vital engine components. Proper timing is crucial for optimal engine performance, fuel efficiency, and preventing engine damage. The Enginetech is specifically designed for Ford 302 Windsor engines and is engineered to meet or exceed OEM specifications for durability and precision, ensuring reliable operation for your engine rebuild or maintenance. Replacing your timing set is a critical part of any major engine overhaul or when recommended by the vehicle’s service manual to prevent potential timing chain failure. Key Features: Enginetech Quality: Reliable and durable engine components. Specifically for Ford 302 Windsor: Ensures correct fitment for these engines. Complete Set: Includes the timing chain and necessary sprockets. Ensures Accurate Valve Timing: Crucial for optimal engine performance. Meets or Exceeds OEM Specs: Provides reliable and long-lasting operation. Essential for Engine Rebuilds: A key component for a successful engine overhaul. Nationwide Delivery Across South Africa: We ship engine timing sets nationwide from Pretoria. Expert Support Available: Our team in Pretoria can assist with fitment inquiries. Why Choose the Enginetech Timing Set for Your Ford 302 Windsor Engine in South Africa? If you are rebuil"
"2273","BC307 STD","Rod Bearings Ford 5.8L 351","rod-bearings-ford-5-8l-351","https://allamericanmuscle.co.za/product/rod-bearings-ford-5-8l-351/","simple","650.00","650.00","650.00","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/03ea3bf4-3ff6-4e68-9d8b-9a701d7cbc65.webp","Rod Bearings Ford 5.8L 351 – fits Ford. Shop the Rod Bearings Ford 5.8L 351 at All American Muscle. Precision engine bearings that meet or exceed OE speci…","Shop the Rod Bearings Ford 5.8L 351 at All American Muscle. Precision engine bearings that meet or exceed OE specifications for correct clearance and long service life. Engineered to fit Ford applications. Backed by Enginetech and ideal for street and performance use. Brand: Enginetech Application: Ford Part No: BC307 STD"
"2274","P1526-8-60","Enginetech Pistons Ford 351 Windsor","enginetech-pistons-ford-351-windsor","https://allamericanmuscle.co.za/product/enginetech-pistons-ford-351-windsor/","simple","4066.78","4066.78","4066.78","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/5b57578e-f9d9-428f-8686-b7f821344029.webp","Pistons Ford 351 Windsor – fits Ford Small Block (Windsor). Upgrade with the Pistons Ford 351 Windsor. Quality pistons and rings for dependable compressio…","Upgrade with the Pistons Ford 351 Windsor. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Ford Small Block (Windsor) applications. A reliable Enginetech choice for your American muscle or hot-rod project. Brand: Enginetech Application: Ford Small Block (Windsor) Part No: P1526-8-60"
"2275","P1534-8-040","Enginetech Chevy 350 Flat Top Piston Set 0.040inch","enginetech-chevy-350-flat-top-piston-set-0-040inch","https://allamericanmuscle.co.za/product/enginetech-chevy-350-flat-top-piston-set-0-040inch/","simple","9308.47","9308.47","9308.47","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/5b57578e-f9d9-428f-8686-b7f821344029.webp","Chevy 350 Flat Top Piston Set 0.040inch – fits Small Block Chevy. Chevy 350 Flat Top Piston Set 0.040inch. Quality pistons and rings for dependable compre…","Chevy 350 Flat Top Piston Set 0.040inch. Quality pistons and rings for dependable compression and cylinder sealing in rebuilds and performance builds. Engineered to fit Small Block Chevy applications. Enginetech performance you can count on, shipped fast across South Africa. Brand: Enginetech Application: Small Block Chevy Part No: P1534-8-040"
